Object ID;Bike route name;Street name;Bikeway type;Subtype;Status;Street segment type;Overall direction;Bikeway direction;Vehicle direction;Speed limit;Surface type;AAA Network;AAA segment;W/N bound type;E/S bound type;Snow removal;Segment length;Year of construction;Construction note;Upgrade year;Notes;Geom;geo_point_2d
2043;Carrall;Carrall;Protected Bike Lanes;R;Active;Residential;NS;2W;2W;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;38.962728;2009;;;;[-123.1061474701193,49.27805537425138] [-123.10616161669134,49.27803771810234] [-123.1061751785845,49.27801989787691] [-123.10617519640361,49.278019872674015] [-123.10617830133562,49.27801561869727] [-123.10618829600593,49.27800189995366] [-123.10620095382669,49.27798372164807] [-123.10621315774173,49.277965453806445] [-123.10621947055066,49.27795559288048] [-123.10622490912634,49.27794709642766] [-123.10623609367458,49.277928559665085] [-123.10624682275038,49.27790984341649] [-123.10625697699477,49.277891065628694] [-123.10625699068925,49.27789104042959] [-123.10626669099354,49.27787215601561] [-123.10627583698022,49.27785315877127] [-123.10628452496893,49.27783408548833] [-123.1062927519998,49.27781483812218] [-123.10630042768089,49.27779557866933] [-123.10630428757531,49.277785016571585] [-123.10630752829618,49.27777614703745] [-123.10631417519488,49.27775671132492] [-123.10632026645092,49.27773718437232] [-123.10632351149366,49.27772585105279] [-123.10632351967897,49.27772582136115];49.277896545774944,-123.1062467585555
2044;Carrall;Carrall;Protected Bike Lanes;R;Active;Residential;NS;2W;2W;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;70.21486242;2009;;;;[-123.10632351967897,49.27772582136115] [-123.10632587771074,49.27771757960289] [-123.10633093202578,49.277697916876974] [-123.10633094020142,49.27769788268778] [-123.10633543211932,49.27767818359886] [-123.10633947298041,49.27765843725033] [-123.10633948113863,49.27765839496545] [-123.1063429430921,49.27763860597263] [-123.1063474353762,49.27760629293607] [-123.10634829947234,49.27759894037683] [-123.10634985278914,49.277583470828596] [-123.10637196290621,49.27723494465061] [-123.10637228854499,49.27722973793793] [-123.10638079666822,49.277095778311086];49.277411793649264,-123.10635927142722
2045;Mosaic;McLean Drive;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;63.73850442;1999;1999-CC File No. 5553 need sign nb to venables;;;[-123.07421461286195,49.277163588241564] [-123.07422560873212,49.27671643058428] [-123.07441833840286,49.27671894220804];49.276873057416545,-123.07425078650456
2046;Mosaic;McLean Drive;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;49.54100519;1999;1999-CC File No. 5553 need sign nb to venables;;;[-123.07420559973245,49.27760917942788] [-123.07421136371175,49.27732459601697] [-123.07421461286195,49.277163588241564];49.27738638391163,-123.07421011010099
2047;Mosaic;William;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;Yes;75.52225259;1999;1999-CC File No. 5553;;;[-123.07446027375875,49.27399934650627] [-123.07342277717558,49.273973609547625];49.27398647802695,-123.07394152546716
2048;Yukon;Yukon;Local Street;;Active;Residential;NS;CFlow;OW;30;Paved;NO;YES;Local Street;Local Street;No;51.47766192;2009;Upgrade to AAA 2018;2018;;[-123.11311965909626,49.25732150668687] [-123.11313764867208,49.25685860422731];49.25709005545709,-123.11312865388415
2049;Cypress;Cypress;Local Street;;Active;Residential;NS;2W;2W;30;Paved;YES;YES;Local Street;Local Street;Yes;56.20912742;1996;Upgrade to AAA in 2019;2018;;[-123.14812994793552,49.263751749285774] [-123.14814869299711,49.26324628629675];49.26349901779126,-123.14813932046631
2050;Dunsmuir;Dunsmuir;Protected Bike Lanes;SL;Active;Arterial;EW;BD;OW;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;99.3271321;2006;paint to protect2010. curb+more. width per 200blk;2010;;[-123.11055085381177,49.27985058753457] [-123.11055089925017,49.2798506171752] [-123.11153627446178,49.280469173701256];49.28015988101643,-123.11104356388174
2051;Sunrise;Slocan;Shared Lanes;;Active;Sec Arterial;NS;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;Yes;34.72633135;1998;year const- unknown source;;;[-123.0496241997445,49.24882884693936] [-123.04962676392503,49.24851648026372];49.24867266360154,-123.04962548183475
2052;29th Ave;W 29th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;140.3532693;2009;;;;[-123.11665077167092,49.2452042958622] [-123.11857843004731,49.24523775844601] [-123.11857847813121,49.24523775659761];49.24522102757167,-123.11761462491519
2053;29th Ave;W 29th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;79.35919763;2009;;;;[-123.11556067042729,49.24518900208343] [-123.11556074322341,49.245188992115864] [-123.11665069887499,49.245204305830455] [-123.11665077167092,49.2452042958622];49.24519664897316,-123.11610572104915
2054;Sunrise;Earles;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;55.21134895;1998;year const date-unknown source;;;[-123.04881507190137,49.22983730026577] [-123.04881412563732,49.22979417830274] [-123.04881412560718,49.229794147718884] [-123.0488178103596,49.22934067094591];49.229588989695124,-123.04881584895952
2055;Sunrise;Earles;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;57.55545324;1998;year const date-unknown source;;;[-123.04881246405675,49.23035502336337] [-123.04881261783805,49.2303298725619] [-123.04881261504664,49.23032982758682] [-123.04881507194656,49.229837346141565] [-123.04881507190137,49.22983730026577];49.23009616192842,-123.04881378022093
2056;Sunrise;Earles;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;24.47441375;1998;year const date-unknown source;;;[-123.04881007920304,49.23073664630489] [-123.04881048595658,49.23069918808939] [-123.04881150782282,49.23051649491115];49.2306265712812,-123.04881087534727
2057;Sunrise;Earles;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;28.78109199;1998;year const date-unknown source;;;[-123.04878139100339,49.23244252024666] [-123.0487813964641,49.232442486062396] [-123.04878366983843,49.23233654261012] [-123.04878691617691,49.23218365251784];49.23231308674533,-123.04878416299418
2058;Midtown/Ridgeway;E 37th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;20.70558033;1998;2 protected small sections w. Pedestrians;;;[-123.0810749114354,49.23643693443456] [-123.08080613136529,49.23643334114998] [-123.08079053669181,49.23643313167347];49.2364350335234,-123.0809327240573
2059;Midtown;Moscrop;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;44.03299788;2003;;;;[-123.02752473458087,49.24352732569018] [-123.02732551457109,49.243445629681005] [-123.02701207797367,49.24331708861501] [-123.02701202851678,49.24331709492321];49.243422198891615,-123.02726838272176
2060;Midtown;Moscrop;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;122.0949058;2003;;;;[-123.026385195079,49.24312547035347] [-123.02503877794754,49.24257324571701] [-123.02495011864048,49.24257282503138];49.24283349011789,-123.0256707816511
2061;Midtown;Moscrop;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;49.43108012;2003;;;;[-123.02495011864048,49.24257282503138] [-123.02427099669067,49.24257216912663];49.24257249707901,-123.02461055766557
2062;Midtown;W 39th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;119.8660778;1998;;;;[-123.18201438883588,49.23642206979545] [-123.18366094942131,49.23643005032161];49.236426060058534,-123.18283766912859
2063;Prince Edward;Prince Edward;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;85.37818999;2012;;;;[-123.09765092548291,49.22083509747348] [-123.09766376892517,49.220517596662695] [-123.09768145225443,49.22006735838174];49.220451232285846,-123.09766629819741
2064;Prince Edward;Prince Edward;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;52.64735497;2012;;;;[-123.09752866424556,49.22558120265119] [-123.09753396330697,49.22510763882701];49.225344420739106,-123.09753131377627
2065;Prince Edward;Prince Edward;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;111.2243724;2012;;;;[-123.09748726920934,49.22658131848876] [-123.09748726915801,49.22658129240255] [-123.0974877319136,49.22656798172052] [-123.09750367623938,49.2261087672358] [-123.09752866424556,49.22558120265119];49.2260811960054,-123.09750639332056
2066;Prince Edward;Prince Edward;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;22.84993655;2012;;;;[-123.09741132670041,49.22838880147443] [-123.09741131978168,49.22838877539401] [-123.09741986548997,49.228183337117954];49.228286069735525,-123.09741559207563
2067;Masumi Mitsui Greenway;E 59th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;210.1328101;2012;;;;[-123.0970281910381,49.216637729397334] [-123.09702815121655,49.21663772943078] [-123.09414358124786,49.21659199436293];49.2166148622125,-123.09558588614047
2068;Masumi Mitsui Greenway;E 59th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;172.223047;2012;;;;[-123.09414358124786,49.21659199436293] [-123.09341157032583,49.216575440041446] [-123.09182591607731,49.21653954744218] [-123.09178009220045,49.21653866004556];49.216565259055685,-123.09296183814672
2069;Masumi Mitsui Greenway;E 59th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;344.11636;2012;;;;[-123.08785206914038,49.216506671366865] [-123.08549077685771,49.21646516771656] [-123.08312854851063,49.21642400416726] [-123.08312850868471,49.21642400149734];49.21646524832506,-123.08549029043016
2070;Chestnut;Chestnut;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;49.02272625;2007;pre-2007;;;[-123.14625616296902,49.27531136564114] [-123.14623820399694,49.27575217693747];49.2755317712893,-123.14624718348298
2071;Chestnut;Chestnut;Local Street;;Active;Residential;NS;2W;2W;50;Paved;NO;NO;Local Street;Local Street;No;24.47221748;2014;;;;[-123.14642409858799,49.27133088536713] [-123.14643283958891,49.27111611848018] [-123.14643307138189,49.27111083170956];49.27122085819606,-123.14642857688773
2072;Melville/Dunsmuir;Melville;Painted Lanes;NB;Active;Arterial;EW;OW;OW;50;Paved;NO;NO;Painted Lanes;Painted Lanes;Yes;221.4145665;2006;;;;[-123.12200538974464,49.28646338744956] [-123.12200543380979,49.28646341258954] [-123.1241703466185,49.28786379266129];49.28716358884836,-123.12308786891552
2073;Windsor;Windsor;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;42.90726406;2003;;;;[-123.08476231835877,49.23424267620181] [-123.0847539235404,49.234628598410026];49.23443563730592,-123.08475812094959
2074;Windsor;Windsor;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;27.92673498;2003;;;;[-123.08479019261866,49.23304698705528] [-123.08478460606534,49.233298168297516];49.2331725776764,-123.08478739934199
2075;Windsor;Windsor;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;19.93840584;2003;;;;[-123.08474812709198,49.23607491372714] [-123.0847431533732,49.23625423494798];49.236164574337565,-123.08474564023261
2076;67th Ave;Granville;Shared Lanes;;Active;Arterial;EW;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;No;41.31301404;2017;;;;[-123.14044474616985,49.21088466552339] [-123.14045679066912,49.21051312739188];49.21069889645763,-123.14045076841948
2077;67th Ave;W 67th Ave;Local Street;;Active;Residential;EW;2W;2W;50;Paved;NO;NO;Local Street;Local Street;No;50.40617848;2017;;;;[-123.13085993013198,49.210739916574994] [-123.13155181129844,49.21075061765159];49.210745267113296,-123.1312058707152
2078;Alder;Alder;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;51.15736984;2018;;;;[-123.13139346108103,49.26251690190482] [-123.13141056071179,49.262056867456515];49.26228688468066,-123.13140201089641
2079;Alder;Alder;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;53.14315521;2018;;;;[-123.13133974540867,49.26396071181413] [-123.13135756831112,49.26348282118067];49.2637217664974,-123.1313486568599
2080;Alder;Alder;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;46.61694072;2018;;;;[-123.13130793382307,49.26481303474081] [-123.13132357644517,49.26439383138532];49.264603433063066,-123.13131575513412
2081;Alder;Alder;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;46.60665209;2018;;;;[-123.1312922865736,49.26523214541819] [-123.13130793382307,49.26481303474081];49.2650225900795,-123.13130011019834
2082;Alder;Alder;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;51.17124169;2018;;;;[-123.13151462473918,49.25925610784525] [-123.13153170947585,49.25879594810099];49.25902602797312,-123.13152316710752
2083;14th Ave;W 14th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;141.3406962;2017;;;;[-123.10509170602366,49.258463546286926] [-123.10701778888362,49.25849805958448] [-123.10703344986632,49.25849833832124];49.25848094324162,-123.10606257792823
2084;Dunbar;Dunbar;Shared Lanes;;Active;Arterial;NS;2W;2W;50;Paved;NO;NO;Shared Lanes;Shared Lanes;Yes;63.99648348;2010;;;;[-123.1853932529206,49.23221796294992] [-123.18540825089559,49.23164238345473];49.23193017320232,-123.1854007519081
2085;Ontario;Ontario;Protected Bike Lanes;SL;Active;Residential;NS;2W;2W;30;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;52.53699765;1995;LSB to PBL 2014;2014;;[-123.10595862093483,49.225750218169544] [-123.10597412862202,49.225277783390396] [-123.1059741216704,49.225277743817614];49.22551398070144,-123.10596637543715
2086;Ontario;Ontario;Protected Bike Lanes;SL;Active;Residential;NS;2W;2W;30;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;52.72750701;1995;LSB to PBL 2014;2014;;[-123.10600633518362,49.22433097143736] [-123.10602183137394,49.22385678246824];49.2240938769528,-123.10601408327878
2087;Fraser River Trail;Off Street;Protected Bike Lanes;OSB;Active;Off-street;EW;BD;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;No;83.04214476;1994;year const- Peter Stary;;;[-123.06707735902259,49.20661762994583] [-123.06732203898798,49.20680333036157] [-123.06745296175205,49.20691749420637] [-123.0675620519136,49.20699834311171] [-123.06757606697674,49.2070269759267] [-123.06759651859286,49.20705389586752] [-123.0676229528691,49.2070784825213] [-123.06765473750622,49.207100169550856] [-123.06769115792513,49.20711846262944] [-123.06775858628998,49.20713250972295] [-123.067827902767,49.20714178816308] [-123.06783987819144,49.20714253673481];49.20690838071325,-123.0674480315532
2088;Fraser River Trail;Off Street;Protected Bike Lanes;OSB;Active;Off-street;EW;BD;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;No;61.89017899;1994;year const- Peter Stary;;;[-123.06511770818882,49.20618095218001] [-123.06522097205881,49.20619717270186] [-123.06534112968376,49.20623253905525] [-123.06543914028107,49.206231472498295] [-123.06557647894007,49.206229976949714] [-123.06592232253497,49.206232748531804] [-123.0659219509729,49.206252735388425];49.20622379788939,-123.06552769086706
2089;BC Parkway;Off Street;Protected Bike Lanes;OSS;Active;Off-street;EW;BD;Off Street;;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;No;59.81247921;2007;pre-2007;;;[-123.04712243246884,49.244613060767826] [-123.04651033169004,49.244271649130646] [-123.04649535701265,49.24426551141318];49.24443843294186,-123.04680930569006
2090;Central Valley;E 1st Ave;Protected Bike Lanes;R;Active;Residential;EW;2W;2W;50;Paved;YES;YES;Protected Bike Lanes;Protected Bike Lanes;Yes;2.598794678;2011;N side SL-PL 2016. both sides protected-2018;2018;;[-123.10459786749858,49.27018919078825] [-123.104610881744,49.27018941827845] [-123.10463357801825,49.270189836693234];49.27018950979119,-123.10461572282934
2091;Off-Broadway;W 7th Ave;Local Street;;Active;Residential;EW;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;81.24803695;1994;year const- Peter Stary;;;[-123.15411561487538,49.265598232676325] [-123.15523204369056,49.26561620825438];49.265607220465355,-123.15467382928297
2092;Burrard;Burrard;Protected Bike Lanes;SL;Active;Arterial;NS;OW;2W;50;Paved;YES;YES;;Protected Bike Lanes;Yes;46.62814679;2017;;;;[-123.1456930136421,49.26546334341476] [-123.14570864426074,49.26504403918965];49.265253691302206,-123.14570082895142
2093;Knight St Bridge;Knight St Bridge;Protected Bike Lanes;OSS;Active;Arterial;NS;2W;2W;60;Paved;NO;YES;Protected Bike Lanes;Protected Bike Lanes;No;149.7396383;1990;year const- source unknown;;;[-123.07723018585,49.20936361227347] [-123.07723019677903,49.20936357718454] [-123.07723036189482,49.20936116453743] [-123.07724907584708,49.20908832847527] [-123.07732229293813,49.20801801435695];49.20869081545956,-123.07727626339891
2094;Sunrise;Earles;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;23.74590796;1998;year const date-unknown source;;;[-123.04880203409896,49.23137925993599] [-123.04880573561422,49.231165673243325];49.23127246658966,-123.04880388485658
2095;Sunrise;Earles;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;26.87422228;1998;year const date-unknown source;;;[-123.04879383137289,49.23183414531367] [-123.04879834037658,49.23159242294081];49.23171328412724,-123.04879608587473
2096;Sunrise;Vivian St;Local Street;;Active;Residential;NS;2W;2W;30;Paved;NO;NO;Local Street;Local Street;No;50.05389053;1998;year const- unknown source;;;[-123.05008014730858,49.229354840539415] [-123.05010494979307,49.228904886071035];49.229129863305225,-123.05009254855082
